anon_school,anon_class,anon_pid,p_D,p_A,p_S
SCH_009,CLS_0216,P002300,0.5221440519951634,0.7579855258616925,0.5112675310671962
SCH_009,CLS_0216,P004311,0.45690405148790436,0.7142261780660979,0.44389538633873665
SCH_009,CLS_0032,P002581,0.6614784410317949,0.8446965388994154,0.6687335729138287
SCH_009,CLS_0032,P006240,0.641344693103171,0.8313894882548599,0.6379321359986487
SCH_009,CLS_0032,P000012,0.6535772553313142,0.8353989401290262,0.6539589617849727
SCH_009,CLS_0032,P006871,0.3975358479695537,0.6720343015713118,0.38092189276970995
SCH_009,CLS_0032,P003725,0.3306154935057625,0.6232785376407307,0.3053808080669138
SCH_009,CLS_0145,P005340,0.3700674841855537,0.6484485917575195,0.3539730678216411
SCH_009,CLS_0145,P005070,0.3043990798682324,0.5859023057882532,0.2933151785849579
SCH_009,CLS_0145,P005129,0.668513890470284,0.841944555353407,0.6622798701606117
SCH_009,CLS_0145,P000951,0.24150242391198407,0.5445441432315283,0.22054717835560622
SCH_009,CLS_0111,P000370,0.26591693934167754,0.5651035245447399,0.24420585738153713
SCH_009,CLS_0111,P007111,0.4777188658920103,0.7231872006196551,0.4574949163101604
SCH_009,CLS_0111,P002926,0.5069463681131086,0.748243098503747,0.500136794775186
SCH_009,CLS_0200,P007038,0.3560466835093452,0.6644253050199469,0.3536030991778351
SCH_009,CLS_0200,P006665,0.5948257908124174,0.8006878501073303,0.5812514186028831
SCH_009,CLS_0200,P002484,0.4901588456817101,0.7385402372286269,0.4849132626668671
SCH_009,CLS_0085,P006308,0.4708222297655275,0.7266954816128288,0.4578425521728569
SCH_009,CLS_0085,P007776,0.5203106865951935,0.7646221347174346,0.5087490984398475
SCH_009,CLS_0085,P003821,0.575819924329377,0.7943249126408932,0.5724038982753271
SCH_009,CLS_0085,P006173,0.467901031232513,0.7249379658958885,0.45115252130786104
SCH_009,CLS_0029,P006363,0.30816481620753805,0.6067567425854307,0.2886048847155244
SCH_009,CLS_0029,P004096,0.36268465993345045,0.6454346892476496,0.3479668497184027
SCH_009,CLS_0029,P004967,0.7373934131979482,0.8788108115115592,0.7279876495678373
SCH_009,CLS_0029,P003156,0.4296858187546861,0.6917495147405434,0.4029534617428329
SCH_009,CLS_0029,P002366,0.5575687802647349,0.7862974205996123,0.5512244989069806
SCH_009,CLS_0029,P007329,0.5764776982674468,0.798116505679912,0.5630671180701108
SCH_009,CLS_0162,P006668,0.20720895501140738,0.49027629827206315,0.2080819706616014
SCH_009,CLS_0162,P000210,0.5626270709521917,0.7923012914546979,0.5637634357832808
SCH_009,CLS_0162,P006416,0.25181508768560035,0.554265417294032,0.24225901174441072
SCH_009,CLS_0162,P003372,0.45308169402770054,0.7246764848830383,0.4468930085511141
SCH_009,CLS_0162,P004900,0.31030584952681606,0.6020726950976012,0.27799578335273517
SCH_009,CLS_0162,P004446,0.6297081873439014,0.8204740847826522,0.6111516510033554
SCH_009,CLS_0162,P002668,0.5111093551504972,0.7554204758002293,0.49611614422933475
SCH_009,CLS_0162,P006796,0.3727604705543224,0.6592680306292273,0.3554914299969172
SCH_009,CLS_0075,P003846,0.27308989741803547,0.5798442405583043,0.26714252956504575
SCH_009,CLS_0075,P006895,0.479759689940515,0.7306229359910603,0.4725720787268717
SCH_009,CLS_0075,P005728,0.40010130867308624,0.6713706149388882,0.3869659791286132
SCH_009,CLS_0183,P001544,0.5284983911556673,0.7666999600733103,0.5213131817285827
SCH_009,CLS_0183,P003595,0.44756765336825294,0.7173290680908992,0.418044901614178
SCH_009,CLS_0183,P000503,0.6007998792569325,0.8100049814598428,0.5739888936770107
SCH_009,CLS_0183,P003929,0.3358631036902289,0.6152519465979724,0.3160106117883171
SCH_009,CLS_0183,P004841,0.7480925344690509,0.8815287502442487,0.7355093858081818
SCH_009,CLS_0183,P005236,0.29234059103543697,0.5886785347793313,0.26917077086517016
SCH_009,CLS_0183,P006511,0.4085282122724482,0.6797424327161429,0.3911117517942204
SCH_009,CLS_0183,P007087,0.4134210705683876,0.6947134631628886,0.3948414057979131
SCH_009,CLS_0183,P002612,0.23494205795954817,0.5453843096376153,0.22382359581298558
SCH_009,CLS_0183,P001556,0.3556164566605479,0.635654298113308,0.3340314994490123
SCH_009,CLS_0108,P007183,0.6583793628790083,0.8448140712072502,0.6492188634109913
SCH_009,CLS_0108,P004874,0.7079604059783632,0.8633436006973089,0.7068105224016276
SCH_009,CLS_0108,P001581,0.37145250184506545,0.658437262233981,0.3483638090979258
SCH_009,CLS_0108,P002359,0.7314398886159239,0.8746496997849342,0.7195956793294609
SCH_009,CLS_0108,P005132,0.5391215676791601,0.7714199771034495,0.520895839642689
SCH_009,CLS_0108,P003448,0.6739594039300151,0.8489649494494721,0.6561558249363652
SCH_009,CLS_0087,P003347,0.5066039533559776,0.7538229496993393,0.49002208974596717
SCH_009,CLS_0087,P004877,0.47162263890080525,0.7424646677707263,0.48499618011173556
SCH_009,CLS_0087,P005118,0.2778620927427289,0.5834269837250922,0.26032458226587657
SCH_009,CLS_0087,P005219,0.3742758240160666,0.6530577766547411,0.3470401609117274
SCH_009,CLS_0087,P004156,0.4691054819287982,0.727982895607984,0.4565994736326003
SCH_003,CLS_0116,P004572,0.10466882598107549,0.3498341634490238,0.10849785076082599
SCH_003,CLS_0116,P007270,0.06824695270203932,0.3224694930070252,0.08992999730696699
SCH_003,CLS_0116,P006572,0.017281299490713206,0.16978413494667993,0.023680101015948023
SCH_003,CLS_0116,P002744,0.06609186650726198,0.30280560987437405,0.07953757523727774
SCH_003,CLS_0116,P004293,0.06661172591963706,0.32862660148878065,0.09031848603457826
SCH_003,CLS_0073,P007049,0.07831491742872233,0.31650321931604825,0.08113008135745055
SCH_003,CLS_0073,P005049,0.14103846890018631,0.4187819605429732,0.1504454543606397
SCH_003,CLS_0073,P000217,0.4430897802212905,0.7105929230808309,0.4294996087499263
SCH_003,CLS_0073,P002110,0.03685499150017413,0.225508799132507,0.045856712209930366
SCH_003,CLS_0073,P003781,0.060239691920295275,0.2746872903208025,0.0649798228223552
SCH_003,CLS_0073,P002561,0.35894739185387886,0.6363254034081001,0.3380923914325031
SCH_003,CLS_0073,P001936,0.040578836087836245,0.23500002408309045,0.04708421973528443
SCH_003,CLS_0073,P001450,0.05615930241828423,0.26815548550622553,0.06308609975675619
SCH_003,CLS_0073,P007317,0.08337396504428234,0.3239013716189127,0.08639095597875543
SCH_003,CLS_0064,P006019,0.040217017280761214,0.2328222138794802,0.05231415539438257
SCH_003,CLS_0064,P006686,0.10844589829077057,0.3663399755415922,0.12726213990734353
SCH_003,CLS_0064,P004186,0.08449363728218696,0.34099456726833355,0.08678704751274245
SCH_003,CLS_0064,P005042,0.06168059666574849,0.27488521610502326,0.0698374219748321
SCH_003,CLS_0064,P002227,0.08226186415643749,0.32668827551216506,0.089692883189846
SCH_003,CLS_0228,P006975,0.021541425358211158,0.18468886446574947,0.0266410559552859
SCH_003,CLS_0228,P005304,0.034565740701068305,0.21470585143414309,0.04427070364482344
SCH_003,CLS_0228,P004702,0.025541300638439995,0.1957529212999219,0.033885470068690984
SCH_003,CLS_0228,P005241,0.055237143503176024,0.25693940476457117,0.0625444882122437
SCH_003,CLS_0228,P002238,0.02516049507102926,0.18282677585334398,0.03361350080944624
SCH_003,CLS_0228,P007451,0.026082020822008414,0.19618670774619792,0.03379668820591026
SCH_003,CLS_0228,P007477,0.04792909019253351,0.2534875078716149,0.06230374655290086
SCH_003,CLS_0228,P002291,0.055046832384801465,0.2695480576390741,0.06751645529879063
SCH_003,CLS_0228,P003849,0.03331638906808282,0.21725790967131103,0.040920483470198755
SCH_003,CLS_0196,P002046,0.11574035358056209,0.3737846387573198,0.11580624646986952
SCH_003,CLS_0196,P001572,0.2267937827641721,0.5022367988558013,0.21157929383687737
SCH_003,CLS_0196,P002540,0.2130472535477498,0.48160410741417564,0.21878474799897907
SCH_003,CLS_0196,P006973,0.16572700026891649,0.45600154469769716,0.16770268315963355
SCH_003,CLS_0196,P000445,0.09180407457102548,0.32082319515845387,0.0946801245633309
SCH_003,CLS_0196,P003349,0.25595998609723747,0.5442870256588862,0.25057613781182186
SCH_003,CLS_0092,P000025,0.05722173201531107,0.28195537837681134,0.06498306499762539
SCH_003,CLS_0092,P000693,0.3117848967153138,0.6327728029266813,0.3046400288096442
SCH_003,CLS_0092,P001773,0.03667445935482512,0.23035307702294588,0.04928919587676663
SCH_003,CLS_0092,P000596,0.0476216927321945,0.2596508528145346,0.055622525818442445
SCH_003,CLS_0240,P003607,0.1777970839425104,0.48043737596278,0.18361668508955636
SCH_003,CLS_0240,P001542,0.06587807081538284,0.3026982336459602,0.08373411490143264
SCH_003,CLS_0240,P003482,0.03634197807373071,0.2187513268154351,0.0477860784685938
SCH_003,CLS_0240,P002541,0.03152227272735513,0.23273404435925285,0.036291596776412506
SCH_003,CLS_0240,P006506,0.03601743148754657,0.23891220561638413,0.04205988568354736
SCH_003,CLS_0240,P000814,0.02294545147137706,0.19405518089660487,0.029390624621436354
SCH_003,CLS_0240,P001788,0.02334368311594994,0.20683922599970903,0.027511107407753536
SCH_003,CLS_0240,P000865,0.04917138420823381,0.2627387745791834,0.06132167221038756
SCH_003,CLS_0048,P001812,0.06413653755257843,0.2813230093230711,0.07709764863195581
SCH_003,CLS_0048,P007294,0.021287037604286543,0.19316823960269253,0.02671498639517307
SCH_003,CLS_0048,P002806,0.027758156497844248,0.22664027320269176,0.03454172277219279
SCH_003,CLS_0048,P001272,0.02758253389698718,0.18909529230282682,0.03600710182221363
SCH_003,CLS_0048,P003646,0.01819566091657966,0.17463373591099834,0.027851426769479753
SCH_003,CLS_0191,P002316,0.2552846254591811,0.5458547475038881,0.24728661557622292
SCH_003,CLS_0060,P004927,0.27387433104220377,0.5575364027001811,0.24960167465489344
SCH_003,CLS_0060,P001838,0.05594686718953179,0.27409687804114524,0.06776711452573707
SCH_003,CLS_0060,P006958,0.513883744852547,0.7483334449157659,0.4985592814243798
SCH_003,CLS_0060,P005876,0.045093574328117246,0.24646258619276412,0.05379312581455323
SCH_003,CLS_0060,P007139,0.050244431332990704,0.25554282657483723,0.062048132773194146
SCH_003,CLS_0060,P000561,0.1007843265721896,0.3479209025613547,0.10873406617533386
SCH_003,CLS_0060,P003220,0.03109765345760204,0.2084502775799134,0.03921901365775052
SCH_003,CLS_0035,P005713,0.13964276312302135,0.42533545701639236,0.14838944454875053
SCH_003,CLS_0035,P001796,0.06600293285729254,0.3001180577339793,0.07179189691771916
SCH_003,CLS_0035,P001662,0.016452028150317592,0.1689909458274129,0.020385364217836217
SCH_003,CLS_0035,P005981,0.025114040095326185,0.19184491828239564,0.031070902265314827
SCH_003,CLS_0035,P006966,0.06906229659561477,0.2928553059947994,0.07837227819907715
SCH_003,CLS_0035,P004676,0.023270762805440416,0.19077923494420304,0.030856644213401122
SCH_003,CLS_0035,P001389,0.029281526219335857,0.21000481893665843,0.036739857652456756
SCH_003,CLS_0083,P000365,0.06654548320844947,0.2988026570429213,0.06949728843245223
SCH_003,CLS_0083,P000393,0.04656778742786075,0.2535681459321065,0.05460652397161619
SCH_003,CLS_0083,P007022,0.08328771786605904,0.3269819944672278,0.08365800265994404
SCH_003,CLS_0083,P004471,0.031755159316643744,0.21286985903208142,0.04183676420743895
SCH_003,CLS_0083,P006824,0.05103243565865694,0.2697898217502954,0.05452615956731699
SCH_003,CLS_0083,P001114,0.0598596814186215,0.27923514955996875,0.06371195838529364
SCH_003,CLS_0083,P005227,0.03259140503174521,0.220006613446637,0.04006184783596031
SCH_003,CLS_0130,P002522,0.04420456814214481,0.24447691186093223,0.05336979386292207
SCH_003,CLS_0130,P004673,0.08847577134608753,0.33504019093558335,0.09617703869132305
SCH_003,CLS_0170,P004055,0.07757804194208096,0.3072364052378837,0.08040634850097175
SCH_003,CLS_0140,P004454,0.06835939628639622,0.2860053449051945,0.071638184728327
SCH_003,CLS_0140,P007380,0.044265809906223204,0.245106991539595,0.05428284813331483
SCH_003,CLS_0140,P003591,0.03777201222008337,0.21832215401995667,0.046473144066343314
SCH_003,CLS_0140,P002678,0.07715078299048338,0.31245698061286786,0.08105829491438651
SCH_003,CLS_0140,P002848,0.04573284684882406,0.2526890820930571,0.05132844922715686
SCH_003,CLS_0140,P000562,0.06499614469898894,0.2824577181853716,0.07453094215095248
SCH_003,CLS_0140,P006719,0.04507133939845204,0.2506981569035852,0.05149035876776947
SCH_003,CLS_0140,P003473,0.36794523174836385,0.6380420673138169,0.3423798289771026
SCH_003,CLS_0140,P000967,0.018726163001549712,0.17351347738942755,0.023624834740122176
SCH_003,CLS_0105,P005468,0.05078934806436322,0.257031334664142,0.05928361915237079
SCH_003,CLS_0105,P001784,0.09162342607140612,0.3373611375474684,0.10195380885238026
SCH_003,CLS_0105,P000474,0.06472280637823567,0.3003189703005188,0.0665058202102028
SCH_003,CLS_0105,P005052,0.06690183196259455,0.3046087675269327,0.07228221750948227
SCH_003,CLS_0105,P007120,0.0235247154090088,0.18364250404716387,0.033147215587766454
SCH_003,CLS_0105,P003917,0.3703056402783869,0.648746876693758,0.3641094270200062
SCH_003,CLS_0105,P004694,0.035818138820356775,0.22827941851556377,0.04430935584231678
SCH_003,CLS_0072,P007586,0.0572889458053813,0.29143067412637635,0.0762759620394254
SCH_003,CLS_0072,P001504,0.03022762598510401,0.20961555558847,0.04098285370196677
SCH_003,CLS_0072,P007042,0.03284774473287829,0.21702625935207298,0.04358786826167082
SCH_003,CLS_0072,P002033,0.05471386133029582,0.26485868096196696,0.06736676222557338
SCH_003,CLS_0072,P006990,0.17693878705522137,0.4509407354563485,0.16318570171405164
SCH_003,CLS_0072,P000888,0.10393188006937755,0.37564134482999995,0.1266278865266043
SCH_003,CLS_0072,P003897,0.03796623857020571,0.23087193082332902,0.05055575580046582
SCH_003,CLS_0142,P003706,0.04746621878073615,0.249962424302151,0.056727304595561946
SCH_003,CLS_0142,P000708,0.03862769341844517,0.22113504457946567,0.0494189536844397
SCH_003,CLS_0207,P003113,0.06241162117738434,0.28487461094630995,0.07653965934468451
SCH_003,CLS_0207,P005035,0.025965723856955145,0.19442705967786053,0.03610025781111975
SCH_003,CLS_0207,P003402,0.027109911831882633,0.20511767332236197,0.03371429913296009
SCH_003,CLS_0207,P000392,0.28728299896979637,0.5745664613216529,0.27703680621135357
SCH_003,CLS_0207,P003382,0.02535615123170339,0.1965883006385063,0.031999468353883814
SCH_003,CLS_0207,P001417,0.03204014770729589,0.19429031056917265,0.04520455462775467
SCH_003,CLS_0207,P005338,0.017636937023013152,0.1693992927452878,0.023595128813554585
SCH_003,CLS_0207,P007647,0.035681573718887645,0.20665517389814794,0.044748018067655625
SCH_003,CLS_0207,P000931,0.0639172106320142,0.2937155074959013,0.08275431656765461
SCH_003,CLS_0207,P005168,0.02539842182567974,0.18781180666978714,0.0362733148137659
SCH_003,CLS_0207,P006972,0.03605577239170294,0.2248734740918848,0.04649846736611973
SCH_003,CLS_0207,P000201,0.03620528951023926,0.23195522431770577,0.04351012796537278
SCH_003,CLS_0043,P003522,0.18250220137094703,0.46324487579593193,0.19178541630536028
SCH_003,CLS_0043,P000588,0.04996239868719972,0.24800210251981641,0.057571067329635316
SCH_003,CLS_0043,P003477,0.0665751097954299,0.27370572299868456,0.06936373489089444
SCH_003,CLS_0043,P005626,0.03843900651082798,0.21678112595470556,0.051564573399440754
SCH_003,CLS_0066,P006371,0.08973049333231548,0.337126303007329,0.09635190941507903
SCH_003,CLS_0066,P005847,0.01767888267711165,0.1833052162806839,0.02201510983815851
SCH_003,CLS_0066,P005326,0.10577526236594674,0.3986046284110684,0.12493492748262797
SCH_003,CLS_0066,P006702,0.06889150304596003,0.30778212023785206,0.07507533310731639
SCH_003,CLS_0173,P002419,0.03206625635628271,0.22809021592419218,0.03316592698213762
SCH_003,CLS_0173,P003543,0.025764482080349285,0.2017144772117405,0.03284257291246541
SCH_003,CLS_0062,P004170,0.0803080692935201,0.33247965057273665,0.08395451023623449
SCH_003,CLS_0062,P003419,0.035377365564098186,0.22822339487952295,0.04407045857773375
SCH_003,CLS_0062,P004780,0.061697285702888315,0.3029951536473898,0.07213074647175838
SCH_003,CLS_0126,P006492,0.0275037677045086,0.20414389699031077,0.03754890007222963
SCH_003,CLS_0126,P006179,0.07076153901048253,0.3004183455632309,0.08139269891003399
SCH_003,CLS_0126,P003913,0.0366115228284896,0.23254860725390766,0.04365376642688779
SCH_003,CLS_0126,P000436,0.2560871131481682,0.5387089308040123,0.24371067428652524
SCH_003,CLS_0126,P002236,0.060663113009494514,0.2809540770224593,0.06777266698703308
SCH_003,CLS_0126,P007576,0.07171786882328315,0.30719482336771364,0.07954615291315036
SCH_003,CLS_0049,P006604,0.1198050522799181,0.3926369058290191,0.12037226655720216
SCH_003,CLS_0174,P000283,0.12365827337699353,0.3873650344580065,0.13236076909911576
SCH_003,CLS_0118,P001098,0.05800117866098456,0.29599814389361534,0.05532923579807575
SCH_003,CLS_0118,P003006,0.07591362084230588,0.3212792154604203,0.07758246272265254
SCH_003,CLS_0157,P007251,0.24264263330500283,0.5584721471619796,0.24851129581863513
SCH_003,CLS_0053,P007358,0.024792853959253233,0.20611792221976127,0.029896578922678583
SCH_003,CLS_0053,P006118,0.11734586972331681,0.39244853844132144,0.11065434490918821
SCH_003,CLS_0153,P000554,0.058200480291352094,0.2661567421174993,0.06822662185423517
SCH_006,CLS_0025,P004659,0.27302347251791975,0.5642267369582902,0.25975372718164946
SCH_006,CLS_0025,P004629,0.0353663758896195,0.2252125647147637,0.04417576894472505
SCH_006,CLS_0056,P000059,0.2361335702165438,0.5385023264444143,0.2358527860621298
SCH_006,CLS_0120,P001462,0.0876220330192147,0.32946648477728857,0.09018395817873484
SCH_006,CLS_0120,P007355,0.14278172560188715,0.42141125232091403,0.14434090972474484
SCH_006,CLS_0120,P001798,0.09380138088134336,0.34443360495991365,0.10524468748780491
SCH_006,CLS_0120,P001793,0.24966467655792468,0.555591880200598,0.22688953061397965
SCH_006,CLS_0120,P000034,0.630780978329824,0.8227205591349374,0.6172008979666702
SCH_006,CLS_0120,P007549,0.3499408721144729,0.6344877764644006,0.3372303088312097
SCH_006,CLS_0120,P007053,0.3106452643296151,0.5918079382906927,0.28004950050056293
SCH_006,CLS_0120,P003317,0.13701075318876824,0.39748261439890203,0.15647503036325805
SCH_006,CLS_0018,P000513,0.06489514353959505,0.2947556950205511,0.06841887921944995
SCH_006,CLS_0099,P002186,0.06825124829161737,0.313571052803916,0.06615535124889747
SCH_006,CLS_0071,P003636,0.17354396634874283,0.471375327659804,0.18851139945019837
SCH_006,CLS_0139,P005647,0.2354356327313896,0.5268893675642691,0.21433667656575284
SCH_006,CLS_0139,P002367,0.20492951998870756,0.5086602312203073,0.20282745113325942
SCH_006,CLS_0044,P005687,0.27968400501334817,0.568047164955239,0.2660477713538166
SCH_006,CLS_0044,P002346,0.16680592392831495,0.44447637124190587,0.16135612258910684
SCH_006,CLS_0010,P003118,0.409080279561331,0.684501763294499,0.39094498588444215
SCH_006,CLS_0010,P002614,0.21309373718855823,0.46738936457599056,0.21068091364925937
SCH_006,CLS_0010,P006553,0.276108910195439,0.5558363988108592,0.2557961926039985
SCH_006,CLS_0010,P003925,0.31954017151567315,0.6035614923904876,0.30496264614667346
SCH_006,CLS_0010,P005451,0.34643586575461655,0.6200381387534751,0.3244157560957853
SCH_006,CLS_0010,P001759,0.6914750318844868,0.8574261747248886,0.6854438649716621
SCH_006,CLS_0010,P006611,0.4873388390918372,0.7490010964285275,0.5020709532745485
SCH_006,CLS_0133,P005327,0.3844942954775183,0.6636724733351241,0.3698519167020705
SCH_006,CLS_0133,P007433,0.30968592800278816,0.5920158972509254,0.29922659379778344
SCH_006,CLS_0133,P001273,0.3335568967086547,0.6166739663425991,0.3128728764451779
SCH_006,CLS_0133,P003014,0.353931518528429,0.6413730599908903,0.33969408805891554
SCH_006,CLS_0133,P007637,0.4846244317978665,0.7347217359421232,0.463416241728647
SCH_006,CLS_0133,P007590,0.17538411238740603,0.4439370391575318,0.17422150650286025
SCH_006,CLS_0133,P000572,0.24624090543953175,0.5364094993556731,0.2222327262498269
SCH_006,CLS_0133,P005695,0.2599541094919255,0.5402150016203645,0.24363049987398944
SCH_006,CLS_0123,P002963,0.50082148869791,0.7435504307868767,0.48731711609611755
SCH_006,CLS_0123,P006182,0.38886149825057476,0.661106309103961,0.38241205204827555
SCH_006,CLS_0123,P005509,0.5800748440585635,0.7866122628213559,0.5530883233944022
SCH_006,CLS_0146,P003610,0.28777557498174333,0.574591128582313,0.2610495334101436
SCH_006,CLS_0146,P004084,0.6868411326715895,0.8512902553403227,0.6710507610019003
SCH_006,CLS_0146,P007040,0.46500691213148415,0.7163314192426832,0.44473827618231204
SCH_006,CLS_0146,P001982,0.2168158414006545,0.4824782546987537,0.20206325713479287
SCH_006,CLS_0098,P002136,0.3665710607364376,0.6441199415785557,0.3497289782970298
SCH_006,CLS_0098,P007273,0.4443330962678401,0.7032395151171403,0.43493600900404356
